area,resource,date,needed_quantity,distributed_quantity,program,priority
Quetta,Medicine,2026-06-01,395,304,Health Support,High
Quetta,Medicine,2026-07-01,415,421,Health Support,High
Quetta,Medicine,2026-08-01,383,380,Health Support,Low
Quetta,Medicine,2026-09-01,390,326,Health Support,Low
Quetta,Medicine,2026-10-01,411,346,Health Support,Medium
Quetta,Medicine,2026-11-01,407,370,Health Support,High
Quetta,Medicine,2026-12-01,371,317,Health Support,Medium
Quetta,Clothing,2025-01-01,294,290,Winter Aid,High
Quetta,Clothing,2025-02-01,273,229,Winter Aid,Low
Quetta,Clothing,2025-03-01,263,237,Winter Aid,Medium
Quetta,Clothing,2025-04-01,260,268,Winter Aid,High
Quetta,Clothing,2025-05-01,294,264,Winter Aid,Low
Quetta,Clothing,2025-06-01,250,202,Winter Aid,High
Quetta,Clothing,2025-07-01,285,285,Winter Aid,Medium
Quetta,Clothing,2025-08-01,291,293,Winter Aid,Low
Quetta,Clothing,2025-09-01,274,255,Winter Aid,High
Quetta,Clothing,2025-10-01,302,241,Winter Aid,High
Quetta,Clothing,2025-11-01,266,254,Winter Aid,Medium
Quetta,Clothing,2025-12-01,287,235,Winter Aid,Medium
Quetta,Clothing,2026-01-01,281,224,Winter Aid,Medium
Quetta,Clothing,2026-02-01,304,235,Winter Aid,Low
Quetta,Clothing,2026-03-01,276,236,Winter Aid,Low
Quetta,Clothing,2026-04-01,285,222,Winter Aid,Medium
Quetta,Clothing,2026-05-01,281,261,Winter Aid,Low
Quetta,Clothing,2026-06-01,258,212,Winter Aid,High
Quetta,Clothing,2026-07-01,277,227,Winter Aid,Medium
Quetta,Clothing,2026-08-01,271,221,Winter Aid,Low
Quetta,Clothing,2026-09-01,281,257,Winter Aid,Low
Quetta,Clothing,2026-10-01,286,250,Winter Aid,Medium
Quetta,Clothing,2026-11-01,298,285,Winter Aid,Medium
Quetta,Clothing,2026-12-01,247,237,Winter Aid,Low
Quetta,Water,2025-01-01,761,664,WASH Program,Low
Quetta,Water,2025-02-01,711,718,WASH Program,Medium
Quetta,Water,2025-03-01,781,612,WASH Program,Low
Quetta,Water,2025-04-01,845,787,WASH Program,High
Quetta,Water,2025-05-01,748,593,WASH Program,Low
Quetta,Water,2025-06-01,730,699,WASH Program,High
Quetta,Water,2025-07-01,743,756,WASH Program,High
Quetta,Water,2025-08-01,712,577,WASH Program,Low
Quetta,Water,2025-09-01,658,497,WASH Program,Low
Quetta,Water,2025-10-01,770,760,WASH Program,Medium
Quetta,Water,2025-11-01,759,696,WASH Program,High
Quetta,Water,2025-12-01,731,686,WASH Program,Low
Quetta,Water,2026-01-01,719,541,WASH Program,High
Quetta,Water,2026-02-01,792,765,WASH Program,Medium
Quetta,Water,2026-03-01,808,805,WASH Program,High
Quetta,Water,2026-04-01,766,768,WASH Program,Low
Quetta,Water,2026-05-01,681,672,WASH Program,Low
Quetta,Water,2026-06-01,753,666,WASH Program,High
Quetta,Water,2026-07-01,773,784,WASH Program,Medium
Quetta,Water,2026-08-01,749,666,WASH Program,High
Quetta,Water,2026-09-01,753,746,WASH Program,Low
Quetta,Water,2026-10-01,734,749,WASH Program,Medium
Quetta,Water,2026-11-01,750,684,WASH Program,High
Quetta,Water,2026-12-01,796,828,WASH Program,High
Quetta,Shelter,2025-01-01,592,245,Shelter Support,High
Quetta,Shelter,2025-02-01,570,270,Shelter Support,High
Quetta,Shelter,2025-03-01,578,577,Shelter Support,Low
Quetta,Shelter,2025-04-01,626,584,Shelter Support,Low
Quetta,Shelter,2025-05-01,555,500,Shelter Support,Low
Quetta,Shelter,2025-06-01,566,512,Shelter Support,Low
Quetta,Shelter,2025-07-01,581,534,Shelter Support,Low
Quetta,Shelter,2025-08-01,568,544,Shelter Support,Low
Quetta,Shelter,2025-09-01,624,531,Shelter Support,Low
Quetta,Shelter,2025-10-01,615,542,Shelter Support,Low
Quetta,Shelter,2025-11-01,580,232,Shelter Support,High
Quetta,Shelter,2025-12-01,648,363,Shelter Support,High
Quetta,Shelter,2026-01-01,594,245,Shelter Support,High
Quetta,Shelter,2026-02-01,631,349,Shelter Support,High
Quetta,Shelter,2026-03-01,627,603,Shelter Support,Low
Quetta,Shelter,2026-04-01,599,581,Shelter Support,Low
Quetta,Shelter,2026-05-01,553,525,Shelter Support,Low
Quetta,Shelter,2026-06-01,588,554,Shelter Support,Low
Quetta,Shelter,2026-07-01,565,496,Shelter Support,Low
Quetta,Shelter,2026-08-01,602,592,Shelter Support,Low
Quetta,Shelter,2026-09-01,597,575,Shelter Support,Low
Quetta,Shelter,2026-10-01,593,557,Shelter Support,Low
Quetta,Shelter,2026-11-01,610,314,Shelter Support,High
Quetta,Shelter,2026-12-01,596,313,Shelter Support,High
Quetta,Hygiene,2025-01-01,200,192,WASH Program,Medium
Quetta,Hygiene,2025-02-01,188,156,WASH Program,High
Quetta,Hygiene,2025-03-01,194,159,WASH Program,Medium
Quetta,Hygiene,2025-04-01,190,154,WASH Program,Medium
Quetta,Hygiene,2025-05-01,209,188,WASH Program,Medium
Quetta,Hygiene,2025-06-01,199,160,WASH Program,Medium
Quetta,Hygiene,2025-07-01,203,175,WASH Program,High
Quetta,Hygiene,2025-08-01,196,195,WASH Program,High
Quetta,Hygiene,2025-09-01,212,176,WASH Program,Low
Quetta,Hygiene,2025-10-01,206,197,WASH Program,Medium
Quetta,Hygiene,2025-11-01,201,189,WASH Program,Low
Quetta,Hygiene,2025-12-01,200,169,WASH Program,Low
Quetta,Hygiene,2026-01-01,192,184,WASH Program,High
Quetta,Hygiene,2026-02-01,194,158,WASH Program,High
Quetta,Hygiene,2026-03-01,185,175,WASH Program,High
Quetta,Hygiene,2026-04-01,207,205,WASH Program,High
Quetta,Hygiene,2026-05-01,208,167,WASH Program,Low
Quetta,Hygiene,2026-06-01,208,161,WASH Program,Medium
Quetta,Hygiene,2026-07-01,191,168,WASH Program,Low
Quetta,Hygiene,2026-08-01,215,163,WASH Program,Low
Quetta,Hygiene,2026-09-01,197,180,WASH Program,High
Quetta,Hygiene,2026-10-01,205,156,WASH Program,Medium
Quetta,Hygiene,2026-11-01,188,191,WASH Program,Low
Quetta,Hygiene,2026-12-01,212,215,WASH Program,High
Karachi,Food,2025-01-01,608,544,Nutrition Program,Medium
Karachi,Food,2025-02-01,575,523,Nutrition Program,Medium
Karachi,Food,2025-03-01,568,512,Nutrition Program,Medium
Karachi,Food,2025-04-01,623,553,Nutrition Program,Medium
Karachi,Food,2025-05-01,599,541,Nutrition Program,Medium
Karachi,Food,2025-06-01,586,522,Nutrition Program,Medium
Karachi,Food,2025-07-01,624,556,Nutrition Program,Medium
Karachi,Food,2025-08-01,535,486,Nutrition Program,Medium
Karachi,Food,2025-09-01,553,503,Nutrition Program,Medium
Karachi,Food,2025-10-01,628,571,Nutrition Program,Medium
Karachi,Food,2025-11-01,620,576,Nutrition Program,Medium
Karachi,Food,2025-12-01,617,558,Nutrition Program,Medium
Karachi,Food,2026-01-01,637,590,Nutrition Program,Medium
Karachi,Food,2026-02-01,641,572,Nutrition Program,Medium
Karachi,Food,2026-03-01,549,489,Nutrition Program,Medium
Karachi,Food,2026-04-01,609,549,Nutrition Program,Medium
Karachi,Food,2026-05-01,582,528,Nutrition Program,Medium
Karachi,Food,2026-06-01,545,491,Nutrition Program,Medium
Karachi,Food,2026-07-01,621,564,Nutrition Program,Medium
Karachi,Food,2026-08-01,609,562,Nutrition Program,Medium
Karachi,Food,2026-09-01,587,522,Nutrition Program,Medium
Karachi,Food,2026-10-01,624,572,Nutrition Program,Medium
Karachi,Food,2026-11-01,605,543,Nutrition Program,Medium
Karachi,Food,2026-12-01,589,518,Nutrition Program,Medium
Karachi,Medicine,2025-01-01,807,762,Health Support,High
Karachi,Medicine,2025-02-01,806,671,Health Support,Medium
Karachi,Medicine,2025-03-01,780,725,Health Support,Low
Karachi,Medicine,2025-04-01,725,582,Health Support,Medium
Karachi,Medicine,2025-05-01,749,711,Health Support,Medium
Karachi,Medicine,2025-06-01,834,835,Health Support,Medium
Karachi,Medicine,2025-07-01,785,753,Health Support,Low
Karachi,Medicine,2025-08-01,815,816,Health Support,High
Karachi,Medicine,2025-09-01,727,632,Health Support,Medium
Karachi,Medicine,2025-10-01,882,702,Health Support,Medium
Karachi,Medicine,2025-11-01,701,719,Health Support,Low
Karachi,Medicine,2025-12-01,785,726,Health Support,Low
Karachi,Medicine,2026-01-01,698,534,Health Support,High
Karachi,Medicine,2026-02-01,807,612,Health Support,High
Karachi,Medicine,2026-03-01,734,684,Health Support,Medium
Karachi,Medicine,2026-04-01,759,769,Health Support,Medium
Karachi,Medicine,2026-05-01,777,631,Health Support,Low
Karachi,Medicine,2026-06-01,795,802,Health Support,Medium
Karachi,Medicine,2026-07-01,758,736,Health Support,Low
Karachi,Medicine,2026-08-01,773,646,Health Support,Medium
Karachi,Medicine,2026-09-01,776,690,Health Support,Low
Karachi,Medicine,2026-10-01,767,770,Health Support,Medium
Karachi,Medicine,2026-11-01,758,583,Health Support,Medium
Karachi,Medicine,2026-12-01,746,777,Health Support,Medium
Karachi,Clothing,2025-01-01,310,319,Winter Aid,High
Karachi,Clothing,2025-02-01,309,239,Winter Aid,Medium
Karachi,Clothing,2025-03-01,294,239,Winter Aid,Medium
Karachi,Clothing,2025-04-01,302,247,Winter Aid,High
Karachi,Clothing,2025-05-01,278,216,Winter Aid,High
Karachi,Clothing,2025-06-01,301,240,Winter Aid,Medium
Karachi,Clothing,2025-07-01,279,276,Winter Aid,Low
Karachi,Clothing,2025-08-01,297,251,Winter Aid,Medium
Karachi,Clothing,2025-09-01,289,227,Winter Aid,Low
Karachi,Clothing,2025-10-01,293,242,Winter Aid,Medium
Karachi,Clothing,2025-11-01,325,249,Winter Aid,Low
Karachi,Clothing,2025-12-01,287,233,Winter Aid,Medium
Karachi,Clothing,2026-01-01,299,254,Winter Aid,High
Karachi,Clothing,2026-02-01,310,312,Winter Aid,Low
Karachi,Clothing,2026-03-01,275,252,Winter Aid,Medium
Karachi,Clothing,2026-04-01,302,299,Winter Aid,Medium
Karachi,Clothing,2026-05-01,308,277,Winter Aid,High
Karachi,Clothing,2026-06-01,288,228,Winter Aid,Low
Karachi,Clothing,2026-07-01,283,253,Winter Aid,Low
Karachi,Clothing,2026-08-01,316,244,Winter Aid,Low
Karachi,Clothing,2026-09-01,276,275,Winter Aid,High
Karachi,Clothing,2026-10-01,298,228,Winter Aid,Low
Karachi,Clothing,2026-11-01,286,276,Winter Aid,Low
Karachi,Clothing,2026-12-01,269,248,Winter Aid,Medium
Karachi,Water,2025-01-01,714,720,WASH Program,Medium
Karachi,Water,2025-02-01,699,590,WASH Program,High
Karachi,Water,2025-03-01,717,750,WASH Program,Low
Karachi,Water,2025-04-01,680,691,WASH Program,Medium
Karachi,Water,2025-05-01,635,569,WASH Program,High
Karachi,Water,2025-06-01,659,640,WASH Program,Low
Karachi,Water,2025-07-01,563,563,WASH Program,High
Karachi,Water,2025-08-01,626,537,WASH Program,Low
Karachi,Water,2025-09-01,666,565,WASH Program,Medium
Karachi,Water,2025-10-01,711,630,WASH Program,Low
Karachi,Water,2025-11-01,659,533,WASH Program,Low
Karachi,Water,2025-12-01,687,711,WASH Program,Low
Karachi,Water,2026-01-01,684,631,WASH Program,Low
Karachi,Water,2026-02-01,633,567,WASH Program,High
Karachi,Water,2026-03-01,634,580,WASH Program,Low
Karachi,Water,2026-04-01,698,601,WASH Program,High
Karachi,Water,2026-05-01,645,594,WASH Program,Low
Karachi,Water,2026-06-01,689,555,WASH Program,Low
Karachi,Water,2026-07-01,645,519,WASH Program,High
Karachi,Water,2026-08-01,651,649,WASH Program,Medium
Karachi,Water,2026-09-01,688,716,WASH Program,Medium
Karachi,Water,2026-10-01,669,616,WASH Program,High
Karachi,Water,2026-11-01,664,656,WASH Program,Low
Karachi,Water,2026-12-01,642,552,WASH Program,Medium
Karachi,Shelter,2025-01-01,604,606,Shelter Support,Low
Karachi,Shelter,2025-02-01,575,568,Shelter Support,High
Karachi,Shelter,2025-03-01,616,502,Shelter Support,High
Karachi,Shelter,2025-04-01,571,465,Shelter Support,Medium
Karachi,Shelter,2025-05-01,590,489,Shelter Support,Medium
Karachi,Shelter,2025-06-01,617,462,Shelter Support,Low
Karachi,Shelter,2025-07-01,609,571,Shelter Support,Medium
Karachi,Shelter,2025-08-01,612,596,Shelter Support,High
Karachi,Shelter,2025-09-01,596,509,Shelter Support,High
Karachi,Shelter,2025-10-01,565,439,Shelter Support,High
Karachi,Shelter,2025-11-01,625,476,Shelter Support,Low
Karachi,Shelter,2025-12-01,600,502,Shelter Support,Medium
Karachi,Shelter,2026-01-01,581,594,Shelter Support,Low
Karachi,Shelter,2026-02-01,578,514,Shelter Support,Low
Karachi,Shelter,2026-03-01,648,516,Shelter Support,Medium
Karachi,Shelter,2026-04-01,594,532,Shelter Support,High
Karachi,Shelter,2026-05-01,659,691,Shelter Support,Medium
Karachi,Shelter,2026-06-01,558,547,Shelter Support,Medium
Karachi,Shelter,2026-07-01,636,509,Shelter Support,Medium
Karachi,Shelter,2026-08-01,590,447,Shelter Support,Low
Karachi,Shelter,2026-09-01,582,525,Shelter Support,Medium
Karachi,Shelter,2026-10-01,567,529,Shelter Support,High
Karachi,Shelter,2026-11-01,601,541,Shelter Support,Medium
Karachi,Shelter,2026-12-01,627,479,Shelter Support,High
Karachi,Hygiene,2025-01-01,757,667,WASH Program,High
Karachi,Hygiene,2025-02-01,735,736,WASH Program,High
Karachi,Hygiene,2025-03-01,696,532,WASH Program,Low
Karachi,Hygiene,2025-04-01,743,718,WASH Program,Low
Karachi,Hygiene,2025-05-01,764,637,WASH Program,Low
Karachi,Hygiene,2025-06-01,721,578,WASH Program,Medium
Karachi,Hygiene,2025-07-01,801,694,WASH Program,Low
Karachi,Hygiene,2025-08-01,736,717,WASH Program,Medium
Karachi,Hygiene,2025-09-01,767,629,WASH Program,High
Karachi,Hygiene,2025-10-01,738,703,WASH Program,Medium
Karachi,Hygiene,2025-11-01,783,678,WASH Program,High
Karachi,Hygiene,2025-12-01,759,584,WASH Program,Medium
Karachi,Hygiene,2026-01-01,812,666,WASH Program,Low
Karachi,Hygiene,2026-02-01,760,648,WASH Program,High
Karachi,Hygiene,2026-03-01,774,642,WASH Program,Medium
Karachi,Hygiene,2026-04-01,762,711,WASH Program,Medium
Karachi,Hygiene,2026-05-01,710,713,WASH Program,Low
Karachi,Hygiene,2026-06-01,798,825,WASH Program,Low
Karachi,Hygiene,2026-07-01,767,639,WASH Program,Low
Karachi,Hygiene,2026-08-01,775,646,WASH Program,Medium
Karachi,Hygiene,2026-09-01,792,741,WASH Program,Low
Karachi,Hygiene,2026-10-01,794,831,WASH Program,Medium
Karachi,Hygiene,2026-11-01,713,551,WASH Program,Low
Karachi,Hygiene,2026-12-01,706,623,WASH Program,Medium
Hyderabad,Food,2025-01-01,346,346,Nutrition Program,High
Hyderabad,Food,2025-02-01,338,348,Nutrition Program,Low
Hyderabad,Food,2025-03-01,352,362,Nutrition Program,High
Hyderabad,Food,2025-04-01,340,261,Nutrition Program,Medium
Hyderabad,Food,2025-05-01,341,354,Nutrition Program,High
Hyderabad,Food,2025-06-01,366,323,Nutrition Program,Low
Hyderabad,Food,2025-07-01,331,295,Nutrition Program,Low
Hyderabad,Food,2025-08-01,361,342,Nutrition Program,Medium
Hyderabad,Food,2025-09-01,375,346,Nutrition Program,Low
Hyderabad,Food,2025-10-01,375,382,Nutrition Program,High
Hyderabad,Food,2025-11-01,371,284,Nutrition Program,Low
Hyderabad,Food,2025-12-01,373,280,Nutrition Program,High
Hyderabad,Food,2026-01-01,372,324,Nutrition Program,Low
Hyderabad,Food,2026-02-01,340,296,Nutrition Program,Medium
Hyderabad,Food,2026-03-01,356,340,Nutrition Program,Low
Hyderabad,Food,2026-04-01,371,308,Nutrition Program,Medium
Hyderabad,Food,2026-05-01,351,299,Nutrition Program,Low
Hyderabad,Food,2026-06-01,352,309,Nutrition Program,Medium
Hyderabad,Food,2026-07-01,365,305,Nutrition Program,High
Hyderabad,Food,2026-08-01,391,351,Nutrition Program,High
Hyderabad,Food,2026-09-01,375,330,Nutrition Program,High
Hyderabad,Food,2026-10-01,331,264,Nutrition Program,High
Hyderabad,Food,2026-11-01,363,370,Nutrition Program,Medium
Hyderabad,Food,2026-12-01,342,291,Nutrition Program,Medium
Hyderabad,Medicine,2025-01-01,418,430,Health Support,High
Hyderabad,Medicine,2025-02-01,426,424,Health Support,High
Hyderabad,Medicine,2025-03-01,439,447,Health Support,High
Hyderabad,Medicine,2025-04-01,417,362,Health Support,Low
Hyderabad,Medicine,2025-05-01,410,320,Health Support,High
Hyderabad,Medicine,2025-06-01,411,379,Health Support,Medium
Hyderabad,Medicine,2025-07-01,380,396,Health Support,Medium
Hyderabad,Medicine,2025-08-01,399,324,Health Support,Medium
Hyderabad,Medicine,2025-09-01,403,391,Health Support,Low
Hyderabad,Medicine,2025-10-01,387,294,Health Support,Low
Hyderabad,Medicine,2025-11-01,409,319,Health Support,Low
Hyderabad,Medicine,2025-12-01,442,354,Health Support,Low
Hyderabad,Medicine,2026-01-01,366,377,Health Support,Medium
Hyderabad,Medicine,2026-02-01,412,410,Health Support,Low
Hyderabad,Medicine,2026-03-01,399,340,Health Support,Low
Hyderabad,Medicine,2026-04-01,410,313,Health Support,Low
Hyderabad,Medicine,2026-05-01,403,357,Health Support,High
Hyderabad,Medicine,2026-06-01,394,322,Health Support,Medium
Hyderabad,Medicine,2026-07-01,372,343,Health Support,Low
Hyderabad,Medicine,2026-08-01,414,355,Health Support,High
Hyderabad,Medicine,2026-09-01,409,365,Health Support,Medium
Hyderabad,Medicine,2026-10-01,409,349,Health Support,Low
Hyderabad,Medicine,2026-11-01,424,359,Health Support,Medium
Hyderabad,Medicine,2026-12-01,390,316,Health Support,Medium
Hyderabad,Clothing,2025-01-01,467,417,Winter Aid,High
Hyderabad,Clothing,2025-02-01,449,450,Winter Aid,Low
Hyderabad,Clothing,2025-03-01,455,451,Winter Aid,Medium
Hyderabad,Clothing,2025-04-01,438,436,Winter Aid,High
Hyderabad,Clothing,2025-05-01,450,378,Winter Aid,Medium
Hyderabad,Clothing,2025-06-01,416,428,Winter Aid,Medium
Hyderabad,Clothing,2025-07-01,476,361,Winter Aid,High
Hyderabad,Clothing,2025-08-01,514,458,Winter Aid,Medium
Hyderabad,Clothing,2025-09-01,442,418,Winter Aid,High
Hyderabad,Clothing,2025-10-01,461,480,Winter Aid,Low
Hyderabad,Clothing,2025-11-01,509,392,Winter Aid,Medium
Hyderabad,Clothing,2025-12-01,480,420,Winter Aid,Low
Hyderabad,Clothing,2026-01-01,475,489,Winter Aid,Low
Hyderabad,Clothing,2026-02-01,447,423,Winter Aid,Medium
Hyderabad,Clothing,2026-03-01,463,423,Winter Aid,High
Hyderabad,Clothing,2026-04-01,454,395,Winter Aid,Medium
Hyderabad,Clothing,2026-05-01,478,446,Winter Aid,Medium
Hyderabad,Clothing,2026-06-01,479,412,Winter Aid,High
Hyderabad,Clothing,2026-07-01,458,392,Winter Aid,High
Hyderabad,Clothing,2026-08-01,462,403,Winter Aid,Medium
Hyderabad,Clothing,2026-09-01,496,382,Winter Aid,High
Hyderabad,Clothing,2026-10-01,499,433,Winter Aid,Low
Hyderabad,Clothing,2026-11-01,460,459,Winter Aid,High
Hyderabad,Clothing,2026-12-01,460,350,Winter Aid,Low
Hyderabad,Water,2025-01-01,441,447,WASH Program,Low
Hyderabad,Water,2025-02-01,463,424,WASH Program,Low
Hyderabad,Water,2025-03-01,470,455,WASH Program,High
Hyderabad,Water,2025-04-01,432,448,WASH Program,High
Hyderabad,Water,2025-05-01,478,492,WASH Program,Medium
Hyderabad,Water,2025-06-01,463,474,WASH Program,High
Hyderabad,Water,2025-07-01,502,437,WASH Program,High
Hyderabad,Water,2025-08-01,503,490,WASH Program,Low
Hyderabad,Water,2025-09-01,516,453,WASH Program,High
Hyderabad,Water,2025-10-01,478,463,WASH Program,High
Hyderabad,Water,2025-11-01,462,461,WASH Program,Low
Hyderabad,Water,2025-12-01,476,434,WASH Program,High
Hyderabad,Water,2026-01-01,464,400,WASH Program,Low
Hyderabad,Water,2026-02-01,497,509,WASH Program,High
Hyderabad,Water,2026-03-01,485,434,WASH Program,High
Hyderabad,Water,2026-04-01,458,414,WASH Program,Medium
Hyderabad,Water,2026-05-01,485,411,WASH Program,High
Hyderabad,Water,2026-06-01,428,326,WASH Program,Low
Hyderabad,Water,2026-07-01,505,431,WASH Program,High
Hyderabad,Water,2026-08-01,453,430,WASH Program,Medium
Hyderabad,Water,2026-09-01,501,415,WASH Program,High
Hyderabad,Water,2026-10-01,458,479,WASH Program,High
Hyderabad,Water,2026-11-01,471,446,WASH Program,Low
Hyderabad,Water,2026-12-01,462,441,WASH Program,Medium
Hyderabad,Shelter,2025-01-01,669,546,Shelter Support,High
Hyderabad,Shelter,2025-02-01,617,519,Shelter Support,High
Hyderabad,Shelter,2025-03-01,581,463,Shelter Support,Low
Hyderabad,Shelter,2025-04-01,696,557,Shelter Support,High
Hyderabad,Shelter,2025-05-01,703,716,Shelter Support,High
Hyderabad,Shelter,2025-06-01,639,495,Shelter Support,High
Hyderabad,Shelter,2025-07-01,627,473,Shelter Support,Medium
Hyderabad,Shelter,2025-08-01,647,613,Shelter Support,High
Hyderabad,Shelter,2025-09-01,617,506,Shelter Support,Low
Hyderabad,Shelter,2025-10-01,666,504,Shelter Support,Medium
Hyderabad,Shelter,2025-11-01,642,648,Shelter Support,High
Hyderabad,Shelter,2025-12-01,638,655,Shelter Support,High
Hyderabad,Shelter,2026-01-01,635,483,Shelter Support,Medium
Hyderabad,Shelter,2026-02-01,651,600,Shelter Support,High
Hyderabad,Shelter,2026-03-01,643,594,Shelter Support,High
Hyderabad,Shelter,2026-04-01,652,491,Shelter Support,Low
Hyderabad,Shelter,2026-05-01,632,481,Shelter Support,Medium
Hyderabad,Shelter,2026-06-01,687,636,Shelter Support,Low
Hyderabad,Shelter,2026-07-01,666,608,Shelter Support,High
Hyderabad,Shelter,2026-08-01,652,542,Shelter Support,Low
Hyderabad,Shelter,2026-09-01,621,634,Shelter Support,High
Hyderabad,Shelter,2026-10-01,685,590,Shelter Support,Medium
Hyderabad,Shelter,2026-11-01,634,556,Shelter Support,Medium
Hyderabad,Shelter,2026-12-01,657,656,Shelter Support,Medium
Hyderabad,Hygiene,2025-01-01,641,524,WASH Program,Low
Hyderabad,Hygiene,2025-02-01,682,678,WASH Program,Low
Hyderabad,Hygiene,2025-03-01,595,601,WASH Program,High
Hyderabad,Hygiene,2025-04-01,640,496,WASH Program,Medium
Hyderabad,Hygiene,2025-05-01,683,522,WASH Program,Low
Hyderabad,Hygiene,2025-06-01,635,570,WASH Program,High
Hyderabad,Hygiene,2025-07-01,597,518,WASH Program,Low
Hyderabad,Hygiene,2025-08-01,638,579,WASH Program,High
Hyderabad,Hygiene,2025-09-01,669,663,WASH Program,Low
Hyderabad,Hygiene,2025-10-01,621,607,WASH Program,Low
Hyderabad,Hygiene,2025-11-01,655,543,WASH Program,Low
Hyderabad,Hygiene,2025-12-01,655,562,WASH Program,Medium
Hyderabad,Hygiene,2026-01-01,717,549,WASH Program,Medium
Hyderabad,Hygiene,2026-02-01,632,480,WASH Program,Low
Hyderabad,Hygiene,2026-03-01,712,575,WASH Program,High
Hyderabad,Hygiene,2026-04-01,632,595,WASH Program,High
Hyderabad,Hygiene,2026-05-01,678,690,WASH Program,Medium
Hyderabad,Hygiene,2026-06-01,650,545,WASH Program,Medium
Hyderabad,Hygiene,2026-07-01,645,530,WASH Program,Medium
Hyderabad,Hygiene,2026-08-01,613,583,WASH Program,Low
Hyderabad,Hygiene,2026-09-01,678,676,WASH Program,High
Hyderabad,Hygiene,2026-10-01,693,602,WASH Program,Medium
Hyderabad,Hygiene,2026-11-01,676,580,WASH Program,Low
Hyderabad,Hygiene,2026-12-01,638,606,WASH Program,Medium
