Beneficiary_Region,Commodity_Type,Reporting_Period,HH_in_Need,Qty_Given,Programme_Category,Priority_Level,District_Code,Gap_Balance,Donor_Name,Notes,Record_ID
Multan,Water,10/01/2026,591.0,193.0,Emergency,Low,PK-MUL,398,UNHCR,N/A,REC00752
Peshawar,Medicine,2025-06-01,281.0,243.0,Recovery,High,PK-PES,38,Red Crescent,N/A,REC01271
Multan,Hygiene,2025-07-01,191.0,145.0,Emergency,Medium,PK-MUL,46,UNHCR,Delayed due to weather,REC02088
Peshawar,Medicine,2026/07/01,622.0,322.0,Seasonal Aid,Medium,PK-PES,300,WFP,,REC01450
Karachi,Clothing,2025/04/01,117.0,87.0,Seasonal Aid,Low,PK-KAR,30,USAID,Partial delivery,REC02422
Quetta,Clothing,09/01/2026,119.0,41.0,Emergency,High,PK-QUE,78,Local Fund,N/A,REC01053
Hyderabad,Clothing,May-2026,672.0,222.0,Development,Medium,PK-HYD,450,Red Crescent,N/A,REC02438
Gujranwla,Hygiene,Oct-2025,415.0,376.0,Emergency,High,PK-GUJ,39,Govt Relief Fund,,REC00245
Lahore,Water,2026/05/01,544.0,334.0,Seasonal Aid,Low,PK-LAH,210,UNHCR,N/A,REC02152
Sialkot,Food,2025-08-01,789.0,800.0,Seasonal Aid,High,PK-SIA,-11,Local Fund,Awaiting confirmation,REC00277
Sialkot,Shelter,10/01/2026,409.0,126.0,Emergency,Low,PK-SIA,283,Local Fund,N/A,REC02442
Sialkot,Shelter,09/01/2026,102.0,105.0,Emergency,Medium,PK-SIA,-3,WFP,Delayed due to weather,REC02159
Peshawar,Clothing,2026-03-01,505.0,157.0,Seasonal Aid,Low,PK-PES,348,UNHCR,Delayed due to weather,REC00589
Sialkot,Medicine,2026/01/01,649.0,214.0,Emergency,Medium,PK-SIA,435,Red Crescent,N/A,REC02208
Bahawalpur,Water,2025/04/01,606.0,343.0,Recovery,Medium,PK-BAH,263,WFP,Awaiting confirmation,REC00971
Rawalpindi,Food,2025/04/01,182.0,119.0,Development,High,PK-RAW,63,Red Crescent,,REC01948
Rawalpindi,Shelter,02/01/2026,81.0,56.0,Seasonal Aid,Low,PK-RAW,25,Red Crescent,Awaiting confirmation,REC02604
Hyderabad,Shelter,2026/01/01,608.0,490.0,Seasonal Aid,Medium,PK-HYD,118,USAID,Delayed due to weather,REC02660
Faisalabad,Clothing,Jan-2025,680.0,658.0,Development,High,PK-FAI,22,UNHCR,Delayed due to weather,REC02388
Karachi,Medicine,08/01/2026,661.0,494.0,Recovery,Medium,PK-KAR,167,UNICEF,Delayed due to weather,REC02378
Rawalpindi,Hygiene,2026-06-01,357.0,191.0,Emergency,Medium,PK-RAW,166,Local Fund,,REC01760
Rawalpindi,Shelter,2025-06-01,591.0,243.0,Emergency,High,PK-RAW,348,UNICEF,Reported late,REC02182
Bahawalpur,Food,12/01/2026,640.0,350.0,Emergency,Low,PK-BAH,290,USAID,Verified by field officer,REC01324
Quetta,Shelter,2025-02-01,617.0,421.0,Development,Low,PK-QUE,196,UNICEF,Reported late,REC00168
Sialkot,Hygiene,2025-02-01,710.0,286.0,Seasonal Aid,,PK-SIA,424,UNHCR,N/A,REC02273
Lahore,Hygiene,09/01/2026,207.0,111.0,Seasonal Aid,Low,PK-LAH,96,UNHCR,Delayed due to weather,REC00928
Quetta,Water,2026/07/01,635.0,499.0,Seasonal Aid,Medium,PK-QUE,136,USAID,Verified by field officer,REC00025
Gujranwala,hygiene,2026-03-01,,69.0,Emergency,Medium,PK-GUJ,43,UNICEF,N/A,REC00807
Quetta,Hygiene,06/01/2025,553.0,364.0,Recovery,High,PK-QUE,189,USAID,N/A,REC02935
Karachi,Clothing,2026-06-01,846.0,712.0,Emergency,,PK-KAR,134,WFP,Partial delivery,REC00444
Sialkot,Clothing,12/01/2026,436.0,151.0,Development,High,PK-SIA,285,UNICEF,Reported late,REC01780
Faisalabad,Shelter,2025-02-01,176.0,145.0,Seasonal Aid,,PK-FAI,31,WFP,Verified by field officer,REC00151
Karachi,Water,Nov-2026,886.0,602.0,Recovery,Medium,PK-KAR,284,Local Fund,Partial delivery,REC02832
Hyderabad,Clothing,2025/10/01,500.0,157.0,Development,High,PK-HYD,343,UNHCR,,REC02143
Lahore,Water,Jan-2026,163.0,134.0,Emergency,Medium,PK-LAH,29,Govt Relief Fund,N/A,REC00755
Multan,Hygiene,10/01/2026,798.0,353.0,Seasonal Aid,High,PK-MUL,445,UNICEF,Awaiting confirmation,REC02266
Peshawar,Medicine,Jan-2025,887.0,804.0,Emergency,Medium,PK-PES,83,Red Crescent,Partial delivery,REC02430
Bahawalpur,Food,2025-09-01,719.0,260.0,Recovery,Medium,PK-BAH,459,Red Crescent,Verified by field officer,REC01048
Hyderabad,Hygiene,Jul-2026,412.0,,Seasonal Aid,Low,PK-HYD,51,Govt Relief Fund,,REC00781
Bahawalpur,Medicine,2026-08-01,228.0,158.0,Emergency,Low,PK-BAH,70,WFP,N/A,REC00901
Hyderabad,Clothing,Jul-2026,657.0,434.0,Recovery,High,PK-HYD,223,Govt Relief Fund,Awaiting confirmation,REC00865
Quetta,Food,May-2025,446.0,266.0,Recovery,,PK-QUE,180,WFP,Verified by field officer,REC01953
Sialkot,Shelter,2025/07/01,553.0,391.0,Development,Low,PK-SIA,162,UNICEF,Delayed due to weather,REC02341
Sargodha,Water,2026-10-01,698.0,718.0,Emergency,High,PK-SAR,-20,WFP,,REC01198
Sargodha,Medicine,2025-05-01,708.0,244.0,Emergency,Medium,PK-SAR,464,Local Fund,,REC00101
Quetta,Hygiene,04/01/2025,104.0,95.0,Development,Medium,PK-QUE,9,Red Crescent,Verified by field officer,REC01050
Rawalpindi,Food,08/01/2025,327.0,315.0,Emergency,Medium,PK-RAW,12,UNICEF,Delayed due to weather,REC01628
Sargodha,Water,06/01/2026,424.0,199.0,Seasonal Aid,Low,,225,Local Fund,Reported late,REC02444
Quetta,Food,2025/12/01,298.0,119.0,Recovery,Medium,PK-QUE,179,WFP,Verified by field officer,REC02538
Lahore,Water,2026/04/01,,683.0,Development,Medium,PK-LAH,29,USAID,N/A,REC01272
Karachi,Water,2026/05/01,274.0,242.0,Seasonal Aid,High,PK-KAR,32,Govt Relief Fund,Verified by field officer,REC01759
Multan,Water,Nov-2025,698.0,312.0,Emergency,High,PK-MUL,386,UNHCR,,REC02722
Karachi,Shelter,2026-03-01,254.0,236.0,Emergency,High,PK-KAR,18,UNICEF,Delayed due to weather,REC01379
Sargodha,Food,2026/09/01,225.0,209.0,Development,High,PK-SAR,16,USAID,Partial delivery,REC00767
Sialkot,Shelter,2026-09-01,100.0,38.0,Emergency,High,PK-SIA,62,Govt Relief Fund,Awaiting confirmation,REC00751
Bahawalpur,Hygiene,10/01/2025,136.0,90.0,Recovery,Low,PK-BAH,46,USAID,,REC00963
multan,Food,09/01/2026,153.0,116.0,,Medium,PK-MUL,37,Red Crescent,,REC02754
Rawalpindi,Shelter,2025/07/01,446.0,286.0,Recovery,High,PK-RAW,160,Local Fund,Verified by field officer,REC02291
Peshawar,Medicine,04/01/2026,778.0,751.0,Recovery,Medium,PK-PES,27,USAID,Partial delivery,REC00169
Rawalpindi,Clothing,2026/03/01,373.0,255.0,Development,,PK-RAW,118,Local Fund,N/A,REC00074
Gujranwala,Medicine,2026/11/01,571.0,188.0,Emergency,Medium,PK-GUJ,383,USAID,Delayed due to weather,REC02608
Hyderabad,Water,2025-06-01,428.0,416.0,Seasonal Aid,Low,PK-HYD,47,Red Crescent,Delayed due to weather,REC02758
Karachi,Clothing,Apr-2025,709.0,545.0,Seasonal Aid,High,PK-KAR,164,UNICEF,Verified by field officer,REC01884
Gujranwala,Medicine,2025-09-01,737.0,,Emergency,Medium,PK-GUJ,242,UNHCR,Partial delivery,REC02167
Hyderabad,Clothing,01/01/2026,523.0,539.0,Seasonal Aid,High,PK-HYD,-16,UNHCR,Awaiting confirmation,REC01139
Peshawar,Medicine,2025-04-01,831.0,788.0,Seasonal Aid,High,PK-PES,43,Govt Relief Fund,Partial delivery,REC02569
Multan,Shelter,2026-04-01,527.0,512.0,Seasonal Aid,Medium,PK-MUL,15,WFP,Partial delivery,REC00993
Gujranwala,Shelter,2025/06/01,526.0,435.0,Development,High,PK-GUJ,91,Red Crescent,Delayed due to weather,REC02054
Peshawar,Water,2025-02-01,251.0,249.0,Emergency,Medium,PK-PES,2,Govt Relief Fund,Reported late,REC01500
Quetta,Food,Oct-2026,200.0,88.0,Development,High,PK-QUE,112,Govt Relief Fund,,REC02303
Karachi,Food,2025/12/01,257.0,91.0,Development,High,PK-KAR,166,UNICEF,N/A,REC01906
Sargodha,Food,04/01/2026,800.0,386.0,Emergency,Low,PK-SAR,414,UNHCR,,REC01094
Faisalabad,Medicine,Mar-2025,192.0,88.0,Seasonal Aid,High,PK-FAI,104,WFP,,REC01385
Karachi,Medicine,2025/03/01,,314.0,Recovery,High,PK-KAR,23,Govt Relief Fund,N/A,REC02432
Sargodha,Medicine,2026/03/01,126.0,74.0,Development,Low,PK-SAR,52,UNICEF,Partial delivery,REC01739
Quetta,Water,2025-11-01,,,Seasonal Aid,,PK-QUE,110,Govt Relief Fund,Reported late,REC02686
Hyderabad,Food,04/01/2026,755.0,465.0,Emergency,High,,290,USAID,Partial delivery,REC01504
Multan,Clothing,02/01/2026,454.0,473.0,Development,Low,PK-MUL,-19,UNICEF,Awaiting confirmation,REC02565
Rawalpindi,Clothing,2026-02-01,158.0,,Recovery,Medium,PK-RAW,-2,Local Fund,Partial delivery,REC01632
Lahore,Clothing,Aug-2026,89.0,85.0,Seasonal Aid,High,PK-LAH,4,UNICEF,Partial delivery,REC02103
Karachi,Hygiene,2026/03/01,406.0,362.0,Seasonal Aid,Low,PK-KAR,44,UNHCR,Delayed due to weather,REC02516
hyderabad,Shelter,2025-10-01,899.0,925.0,Recovery,High,PK-HYD,-26,Red Crescent,Awaiting confirmation,REC00267
Hyderabad,Shelter,05/01/2025,740.0,256.0,Seasonal Aid,Medium,PK-HYD,484,UNICEF,Verified by field officer,REC01034
Peshawar,Clothing,Apr-2026,846.0,733.0,Emergency,Medium,PK-PES,113,USAID,Delayed due to weather,REC01830
Hyderabad,Shelter,2026/12/01,646.0,410.0,Emergency,Medium,PK-HYD,236,Red Crescent,N/A,REC02632
Hyderabad,Clothing,2026/08/01,371.0,293.0,Emergency,Medium,PK-HYD,78,Local Fund,Awaiting confirmation,REC02586
Quetta,Medicine,05/01/2025,239.0,84.0,Development,High,PK-QUE,167,UNHCR,Reported late,REC01845
Quета,Food,Mar-2026,191.0,153.0,Seasonal Aid,High,PK-QUE,71,UNICEF,Awaiting confirmation,REC02108
Bahawalpur,Food,11/01/2026,839.0,595.0,Development,High,PK-BAH,244,USAID,Partial delivery,REC02679
Multan,Food,03/01/2026,623.0,453.0,Development,Low,PK-MUL,149,USAID,N/A,REC02215
Hyderabad,Clothing,2025-03-01,524.0,465.0,Emergency,Low,PK-HYD,59,Red Crescent,Partial delivery,REC00145
Lahore,Water,2026/03/01,370.0,291.0,Development,Medium,PK-LAH,79,Local Fund,Verified by field officer,REC00332
Rawalpindi,Hygiene,10/01/2026,386.0,309.0,Seasonal Aid,Low,PK-RAW,77,Govt Relief Fund,,REC01974
Rawalpindi,Hygiene,2026/02/01,694.0,698.0,Seasonal Aid,High,PK-RAW,-4,UNICEF,,REC00248
Faisalabad,Clothing,Sep-2025,711.0,635.0,Recovery,Medium,,76,UNICEF,Reported late,REC00374
Hyderabad,Clothing,12/01/2026,465.0,481.0,Recovery,Low,PK-HYD,-16,USAID,Partial delivery,REC00381
Rawalpindi,Water,10/01/2025,736.0,445.0,Seasonal Aid,High,,303,USAID,Reported late,REC02548
Gujranwala,Shelter,07/01/2025,865.0,674.0,Recovery,Low,PK-GUJ,191,UNHCR,,REC00321
Hyderabad,Shelter,2026-09-01,730.0,395.0,Emergency,High,PK-HYD,335,Govt Relief Fund,Delayed due to weather,REC02240
Faisalabad,Hygiene,01/01/2026,702.0,335.0,Seasonal Aid,High,PK-FAI,367,Red Crescent,Partial delivery,REC00637
Peshawar,Hygiene,05/01/2025,266.0,176.0,Recovery,Medium,PK-PES,90,Local Fund,,REC02665
Peshawar,Hygiene,2026-04-01,444.0,272.0,Development,High,PK-PES,172,Govt Relief Fund,Verified by field officer,REC01588
Karachi,Water,2026-10-01,92.0,85.0,Seasonal Aid,High,PK-KAR,7,USAID,Partial delivery,REC01332
Quetta,Medicine,2026-07-01,624.0,585.0,Development,Low,PK-QUE,39,Govt Relief Fund,,REC02883
Karachi,Hygiene,2026-04-01,345.0,209.0,Recovery,High,PK-KAR,136,WFP,,REC02677
Lahore,Clothing,Feb-2026,94.0,75.0,Development,High,PK-LAH,19,Govt Relief Fund,,REC02615
Sargodha,Medicine,Nov-2026,274.0,280.0,Seasonal Aid,Medium,PK-SAR,-6,WFP,Partial delivery,REC02283
Quetta,Shelter,01/01/2026,650.0,503.0,Seasonal Aid,Low,PK-QUE,147,Local Fund,,REC02675
Sialkot,Shelter,2026-08-01,770.0,364.0,Recovery,Medium,PK-SIA,406,UNICEF,Reported late,REC01215
Peshawar,Medicine,2026-04-01,595.0,443.0,Emergency,Low,,152,Local Fund,,REC00431
Peshawar,Shelter,2025/05/01,882.0,541.0,Seasonal Aid,Low,,341,UNHCR,Awaiting confirmation,REC01011
Sialkot,Shelter,Jan-2026,699.0,235.0,Seasonal Aid,Low,PK-SIA,464,UNHCR,,REC00192
Quetta,Clothing,Dec-2026,281.0,194.0,Emergency,High,PK-QUE,87,USAID,Verified by field officer,REC02693
Sargodha,Food,2025/12/01,878.0,894.0,Seasonal Aid,High,PK-SAR,-16,Local Fund,Verified by field officer,REC01176
Karachi,Medicine,07/01/2025,96.0,94.0,Recovery,Low,PK-KAR,2,WFP,Reported late,REC00436
Quetta,Clothing,May-2025,371.0,237.0,Recovery,High,PK-QUE,134,USAID,N/A,REC02613
Rawalpindi,Medicine,Nov-2025,296.0,214.0,Emergency,Low,PK-RAW,82,Govt Relief Fund,Partial delivery,REC01691
Bahawalpur,Water,09/01/2025,348.0,252.0,Seasonal Aid,Medium,PK-BAH,96,Red Crescent,Delayed due to weather,REC01943
Sargodha,Medicine,May-2025,674.0,639.0,Seasonal Aid,High,PK-SAR,38,WFP,,REC01281
Karachi,Shelter,Jan-2026,886.0,661.0,Recovery,Medium,PK-KAR,225,Local Fund,N/A,REC01900
Karachi,Medicine,09/01/2025,238.0,115.0,Emergency,High,PK-KAR,123,Govt Relief Fund,Delayed due to weather,REC01187
Lahore,Clothing,Sep-2025,126.0,61.0,Emergency,,PK-LAH,65,Govt Relief Fund,Reported late,REC01017
Lahore,Food,2025/09/01,241.0,86.0,Emergency,Low,PK-LAH,155,Govt Relief Fund,Reported late,REC02233
Sialkot,Clothing,Mar-2026,861.0,685.0,Development,Low,PK-SIA,176,WFP,Partial delivery,REC00688
Sialkot,Water,2025-02-01,720.0,278.0,Recovery,Low,PK-SIA,442,Red Crescent,N/A,REC01566
Quetta,Shelter,10/01/2026,155.0,125.0,Recovery,Low,PK-QUE,30,UNICEF,Awaiting confirmation,REC00639
Sialkot,Clothing,01/01/2025,217.0,193.0,Emergency,Low,PK-SIA,24,USAID,Partial delivery,REC00570
Hyderabad,Medicine,2025/02/01,731.0,674.0,Seasonal Aid,Low,PK-HYD,57,WFP,Partial delivery,REC00934
Bahawalpur,Medicine,2026/09/01,413.0,131.0,Development,Medium,PK-BAH,282,WFP,Awaiting confirmation,REC01408
Sialkot,Hygiene,11/01/2026,345.0,105.0,Seasonal Aid,Low,PK-SIA,240,WFP,Partial delivery,REC01170
Lahore,Food,2025-11-01,824.0,461.0,Recovery,High,PK-LAH,382,WFP,,REC01361
Gujranwala,Water,Jul-2026,108.0,96.0,Seasonal Aid,High,PK-GUJ,12,Govt Relief Fund,Awaiting confirmation,REC00534
Sialkot,Water,2025-02-01,,231.0,Development,High,PK-SIA,116,UNHCR,,REC02049
Multan,Food,2025-01-01,814.0,769.0,Development,Low,PK-MUL,45,WFP,,REC01823
Gujranwala,Medicine,2025-08-01,532.0,272.0,Development,High,PK-GUJ,260,Local Fund,Reported late,REC02753
Faisalabad,Clothing,2025/05/01,854.0,473.0,Development,Low,PK-FAI,381,Local Fund,N/A,REC00197
Hyderabad,Food,May-2025,892.0,554.0,Development,Medium,PK-HYD,338,WFP,Partial delivery,REC02482
Sialkot,Medicine,2025/11/01,461.0,167.0,Seasonal Aid,High,PK-SIA,294,Govt Relief Fund,,REC01803
Karachi,Water,01/01/2025,159.0,151.0,Emergency,High,PK-KAR,8,Red Crescent,Awaiting confirmation,REC00496
Peshawar,Shelter,01/01/2026,209.0,121.0,Emergency,Medium,PK-PES,88,WFP,Reported late,REC02640
Rawalpindi,Clothing,2026/12/01,759.0,483.0,Seasonal Aid,High,PK-RAW,276,Local Fund,,REC00937
Multan,Hygiene,2025/08/01,272.0,152.0,Development,High,PK-MUL,120,WFP,,REC00980
Sargodha,Water,2026-11-01,439.0,254.0,Seasonal Aid,Medium,PK-SAR,185,UNHCR,Verified by field officer,REC02429
Sialkot,Hygiene,2026-12-01,542.0,229.0,Recovery,Medium,PK-SIA,313,USAID,Awaiting confirmation,REC02076
Faisalabad,Shelter,Aug-2026,773.0,511.0,Recovery,Low,PK-FAI,262,Local Fund,,REC01302
Peshawar,Clothing,2026/06/01,757.0,341.0,Recovery,Low,PK-PES,416,WFP,Reported late,REC01814
Bahawalpur,Shelter,Dec-2026,671.0,534.0,Recovery,Low,PK-BAH,137,Govt Relief Fund,Verified by field officer,REC01656
Faisalabad,Clothing,2026-11-01,348.0,112.0,Seasonal Aid,Low,PK-FAI,236,WFP,,REC00396
Multan,Food,2025/08/01,235.0,154.0,Recovery,Medium,PK-MUL,81,WFP,Verified by field officer,REC02369
Faisalabad,Water,2026/06/01,784.0,690.0,Development,Medium,PK-FAI,94,UNICEF,Verified by field officer,REC01706
Lahore,Water,2025/05/01,527.0,294.0,Seasonal Aid,Low,PK-LAH,233,USAID,Awaiting confirmation,REC00148
Quetta,Shelter,2025-08-01,328.0,208.0,Seasonal Aid,Low,PK-QUE,120,Local Fund,,REC00798
Quetta,Hygiene,2026/02/01,594.0,410.0,Seasonal Aid,High,PK-QUE,184,UNICEF,Delayed due to weather,REC01751
Faisalabad,Hygiene,02/01/2025,796.0,723.0,Development,Medium,PK-FAI,73,USAID,N/A,REC00624
Rawalpindi,Hygiene,2026-01-01,825.0,314.0,Emergency,Low,PK-RAW,511,USAID,Partial delivery,REC02287
Lahore,Clothing,2026-05-01,617.0,635.0,Seasonal Aid,High,PK-LAH,21,Red Crescent,N/A,REC02029
Peshawar,Clothing,Dec-2026,875.0,556.0,Recovery,High,PK-PES,319,Govt Relief Fund,N/A,REC01010
Quetta,Shelter,2025/12/01,155.0,98.0,Emergency,High,PK-QUE,57,USAID,,REC01519
Bahawalpur,Hygiene,02/01/2025,174.0,70.0,Development,Medium,PK-BAH,104,UNHCR,Delayed due to weather,REC00911
Multan,Shelter,2026-06-01,878.0,285.0,Emergency,Medium,PK-MUL,593,USAID,,REC01623
Quetta,Shelter,Feb-2026,296.0,156.0,Emergency,Low,PK-QUE,140,Local Fund,Awaiting confirmation,REC00896
Sialkot,Shelter,05/01/2026,417.0,143.0,Development,High,PK-SIA,274,USAID,N/A,REC01474
Bahawalpur,Clothing,2026-02-01,421.0,170.0,Recovery,Medium,PK-BAH,251,USAID,Delayed due to weather,REC02863
Rawalpindi,Water,05/01/2026,310.0,218.0,Recovery,Medium,PK-RAW,92,UNICEF,N/A,REC01362
Bahawalpur,Food,07/01/2026,607.0,316.0,Recovery,Low,PK-BAH,291,WFP,Delayed due to weather,REC00107
Faisalabad,Water,2026/06/01,405.0,357.0,Recovery,Medium,PK-FAI,48,Red Crescent,Verified by field officer,REC00351
Karachi,Food,Mar-2025,571.0,316.0,,Medium,PK-KAR,255,UNICEF,Reported late,REC01548
Quetta,Shelter,2026-06-01,262.0,144.0,Emergency,,PK-QUE,118,Local Fund,,REC00651
Peshawar,Medicine,Dec-2026,460.0,248.0,Emergency,Medium,PK-PES,212,Govt Relief Fund,,REC00390
Sialkot,Water,2025-04-01,267.0,120.0,Emergency,Low,PK-SIA,147,UNICEF,N/A,REC01473
Rawalpindi,Hygiene,Oct-2026,315.0,173.0,Development,Low,PK-RAW,142,Red Crescent,Partial delivery,REC01118
Faisalabad,Medicine,2025/06/01,332.0,261.0,Emergency,High,PK-FAI,71,USAID,Verified by field officer,REC00555
Sargodha,Clothing,2026-02-01,406.0,329.0,Recovery,High,PK-SAR,77,Local Fund,N/A,REC00300
Sialkot,Water,Aug-2025,81.0,34.0,Recovery,Medium,PK-SIA,47,Local Fund,Awaiting confirmation,REC00171
Multan,Water,2025-12-01,495.0,,Emergency,,PK-MUL,169,Local Fund,Partial delivery,REC01277
Hyderabad,Medicine,2025-05-01,849.0,447.0,Emergency,Low,PK-HYD,402,Red Crescent,Verified by field officer,REC02355
Karachi,Shelter,12/01/2026,155.0,141.0,Recovery,Low,PK-KAR,14,Red Crescent,Reported late,REC00416
hyderabad,Clothing,Jul-2026,689.0,658.0,Development,Medium,PK-HYD,31,UNHCR,N/A,REC01353
Faisalabad,Water,10/01/2025,418.0,379.0,Development,Low,PK-FAI,39,USAID,Verified by field officer,REC00765
Sialkot,Food,01/01/2026,779.0,441.0,Seasonal Aid,High,PK-SIA,338,UNICEF,N/A,REC00429
Peshawar,Water,2025-02-01,209.0,124.0,Development,High,PK-PES,85,Local Fund,,REC00187
Lahore,Hygiene,2025/05/01,148.0,108.0,Emergency,Low,PK-LAH,40,Local Fund,,REC01840
Gujranwala,Medicine,Apr-2025,581.0,201.0,Recovery,High,PK-GUJ,342,UNICEF,Verified by field officer,REC01915
Peshawar,Shelter,2026-06-01,806.0,359.0,Development,Low,PK-PES,447,Red Crescent,Delayed due to weather,REC02318
Bahawalpur,Medicine,2025/09/01,582.0,546.0,Recovery,Medium,,36,Govt Relief Fund,Verified by field officer,REC01890
Karachi,Water,2025/08/01,143.0,49.0,Emergency,Medium,PK-KAR,94,Local Fund,,REC00631
Bahawalpur,Food,2026-04-01,764.0,745.0,Seasonal Aid,Medium,PK-BAH,19,UNICEF,Awaiting confirmation,REC00951
Karachi,Water,May-2026,578.0,316.0,Seasonal Aid,Medium,PK-KAR,262,UNHCR,N/A,REC00163
Gujranwala,Shelter,01/01/2025,484.0,451.0,Seasonal Aid,Medium,PK-GUJ,33,USAID,Verified by field officer,REC00414
Lahore,Water,Jul-2025,396.0,253.0,Emergency,Low,PK-LAH,143,Govt Relief Fund,Delayed due to weather,REC01074
Quetta,Shelter,Sep-2025,112.0,50.0,Development,High,PK-QUE,36,USAID,Awaiting confirmation,REC02144
Bahawalpur,Medicine,2025/08/01,528.0,241.0,Development,High,PK-BAH,287,UNHCR,N/A,REC02147
Sargodha,Medicine,Sep-2025,735.0,249.0,Development,High,PK-SAR,486,Local Fund,Verified by field officer,REC02018
Bahawalpur,Food,Oct-2025,182.0,96.0,Development,High,PK-BAH,86,Govt Relief Fund,Reported late,REC01031
Faisalabad,Hygiene,2025-06-01,452.0,365.0,Recovery,High,PK-FAI,87,WFP,Partial delivery,REC00877
Faisalabad,Hygiene,2025/05/01,604.0,211.0,,High,PK-FAI,393,Red Crescent,Reported late,REC00818
Rawalpindi,Medicine,2025/09/01,443.0,197.0,,Medium,PK-RAW,246,Govt Relief Fund,,REC00823
Rawalpindi,Water,2025-01-01,182.0,,Recovery,Medium,PK-RAW,71,UNHCR,Reported late,REC02256
Peshawar,Food,2025/03/01,449.0,331.0,Seasonal Aid,Medium,PK-PES,118,WFP,Delayed due to weather,REC02735
Sargodha,Shelter,Dec-2026,477.0,281.0,Seasonal Aid,High,PK-SAR,196,Red Crescent,Verified by field officer,REC00873
Bahawalpur,Food,09/01/2025,335.0,322.0,Development,High,PK-BAH,13,UNHCR,Reported late,REC00246
Bahawalpur,Shelter,Apr-2025,514.0,376.0,Recovery,Medium,PK-BAH,138,Red Crescent,Partial delivery,REC00230
Sargodha,Medicine,08/01/2025,599.0,536.0,Recovery,Medium,PK-SAR,63,Local Fund,N/A,REC00907
Bahawalpr,Food,2026/09/01,551.0,351.0,Emergency,Medium,PK-BAH,200,Red Crescent,Reported late,REC02057
Lahore,Clothing,2026/01/01,756.0,736.0,Recovery,Low,PK-LAH,20,USAID,,REC00897
Gujranwala,Medicine,06/01/2026,267.0,229.0,Emergency,Low,PK-GUJ,38,Local Fund,Delayed due to weather,REC02236
sialkot,Medicine,2026-12-01,299.0,117.0,Development,High,PK-SIA,182,WFP,N/A,REC02926
Quetta,Hygiene,01/01/2026,447.0,246.0,Development,Medium,PK-QUE,201,WFP,Reported late,REC01754
Peshawar,Hygiene,Aug-2025,363.0,195.0,Development,Medium,PK-PES,168,UNICEF,Awaiting confirmation,REC02968
Gujranwala,Clothing,Jan-2026,319.0,293.0,Development,Low,,26,WFP,Partial delivery,REC02154
Faisalabad,Medicine,2026/12/01,101.0,73.0,Development,Medium,PK-FAI,28,UNHCR,Delayed due to weather,REC00792
Hyderabad,Clothing,Jun-2025,847.0,729.0,Recovery,Medium,PK-HYD,118,UNHCR,Verified by field officer,REC02238
Gujranwala,Shelter,2025-04-01,377.0,274.0,Emergency,Low,PK-GUJ,103,Local Fund,,REC01911
Sargodha,Medicine,Oct-2025,355.0,242.0,Seasonal Aid,High,PK-SAR,113,UNHCR,Delayed due to weather,REC01328
Faisalabad,Food,06/01/2025,664.0,599.0,Emergency,High,PK-FAI,65,Local Fund,Delayed due to weather,REC02309
Gujranwala,Water,Sep-2025,544.0,562.0,Recovery,Low,PK-GUJ,-18,UNHCR,Reported late,REC02193
Multan,Water,2025-03-01,677.0,656.0,Recovery,Low,PK-MUL,21,UNHCR,Partial delivery,REC01652
Quetta,Clothing,2026/06/01,510.0,365.0,Emergency,High,PK-QUE,145,USAID,Verified by field officer,REC00699
Sialkot,Hygiene,2025/04/01,323.0,262.0,Emergency,Low,PK-SIA,61,Govt Relief Fund,Partial delivery,REC02491
Lahore,Shelter,02/01/2025,496.0,343.0,Recovery,Medium,PK-LAH,153,Govt Relief Fund,Reported late,REC00891
Sialkot,Clothing,12/01/2026,476.0,295.0,Recovery,Low,PK-SIA,181,UNHCR,N/A,REC02643
Rawalpindi,Hygiene,2026-09-01,532.0,242.0,Seasonal Aid,Low,PK-RAW,290,WFP,,REC01718
Quetta,Hygiene,2026-04-01,112.0,116.0,Recovery,High,PK-QUE,-4,Red Crescent,N/A,REC02580
Lahore,Shelter,2025-11-01,604.0,365.0,Seasonal Aid,Low,PK-LAH,239,Govt Relief Fund,Verified by field officer,REC00895
Karachi,Shelter,2026-09-01,595.0,396.0,Seasonal Aid,Low,PK-KAR,200,WFP,Verified by field officer,REC01152
Faisalabad,Food,2025-10-01,408.0,226.0,Recovery,Medium,PK-FAI,182,UNICEF,Awaiting confirmation,REC01447
Faisalabad,Food,09/01/2025,630.0,632.0,Development,Low,PK-FAI,-2,UNICEF,Awaiting confirmation,REC00058
Peshawar,Medicine,2025/05/01,130.0,50.0,Emergency,Low,PK-PES,80,Red Crescent,Verified by field officer,REC01980
Multan,Shelter,2025/05/01,315.0,321.0,Emergency,Low,PK-MUL,-6,USAID,Awaiting confirmation,REC01923
Gujranwala,Clothng,Jul-2025,581.0,289.0,Emergency,Low,PK-GUJ,292,UNHCR,Reported late,REC01058
Lahore,Shelter,2026/02/01,154.0,60.0,Emergency,,PK-LAH,94,Red Crescent,Delayed due to weather,REC02331
Lahore,Shelter,2025/03/01,479.0,371.0,Seasonal Aid,Medium,PK-LAH,108,USAID,Partial delivery,REC02411
Quetta,Medicine,Aug-2025,130.0,78.0,Emergency,Medium,PK-QUE,52,WFP,Verified by field officer,REC02292
